gene_id	sample_A	sample_B	sample_C	sample_D	sample_E	sample_F
ENSMUSG00000101199	0	0	0	0	0	0
ENSMUSG00000101200	0	0	0	0	0	0
ENSMUSG00000101201	0	0	0	0	0	0
ENSMUSG00000101202	0	0	0	0	0	0
ENSMUSG00000101203	0	0	0	0	0	0
ENSMUSG00000101204	0	0	0	0	0	0
ENSMUSG00000101205	0	0	0	0	0	0
ENSMUSG00000101206	0	0	0	0	0	0
ENSMUSG00000101207	0	0	0	0	0	0
ENSMUSG00000101208	0	0	0	0	0	0
ENSMUSG00000101209	6	6	2	4	4	4
ENSMUSG00000101210	0	0	0	0	0	0
ENSMUSG00000101211	0	0	0	1	0	0
ENSMUSG00000101212	0	0	0	0	0	0
ENSMUSG00000101213	0	0	0	0	0	0
ENSMUSG00000101214	0	0	0	0	0	0
ENSMUSG00000101215	0	0	0	0	0	0
ENSMUSG00000101216	0	0	0	0	0	0
ENSMUSG00000101218	0	0	0	0	0	0
ENSMUSG00000101219	2	6	6	0	3	2
ENSMUSG00000101220	0	0	0	0	0	1
ENSMUSG00000101221	0	0	0	0	0	0
ENSMUSG00000101222	0	0	0	0	0	0
ENSMUSG00000101223	0	0	0	0	0	0
ENSMUSG00000101224	0	0	0	0	0	0
ENSMUSG00000101225	12	23	27	60	29	55
ENSMUSG00000101226	0	0	0	0	0	0
ENSMUSG00000101227	0	0	0	0	0	0
ENSMUSG00000101228	0	0	0	0	0	0
ENSMUSG00000101229	0	0	0	0	0	0
ENSMUSG00000101230	0	0	0	0	0	0
ENSMUSG00000101231	0	0	0	0	0	0
ENSMUSG00000101232	0	0	0	0	0	0
ENSMUSG00000101233	0	0	0	0	0	0
ENSMUSG00000101234	8	0	2	2	0	2
ENSMUSG00000101235	0	0	0	0	0	0
ENSMUSG00000101236	0	0	0	0	3	0
ENSMUSG00000101237	0	0	0	0	0	0
ENSMUSG00000101238	0	0	0	0	0	0
ENSMUSG00000101239	0	0	0	0	0	0
ENSMUSG00000101240	0	0	0	0	0	0
ENSMUSG00000101241	0	0	0	0	0	0
ENSMUSG00000101242	0	0	0	0	0	0
ENSMUSG00000101243	0	0	0	0	0	0
ENSMUSG00000101244	0	0	0	0	0	0
ENSMUSG00000101245	0	0	0	0	0	0
ENSMUSG00000101246	0	0	0	0	0	0
ENSMUSG00000101247	0	0	0	0	0	0
ENSMUSG00000101248	0	0	0	0	0	0
ENSMUSG00000101249	6331	3156	7327	9555	3278	10187
ENSMUSG00000101250	0	0	0	0	0	0
ENSMUSG00000101251	0	0	0	0	0	0
ENSMUSG00000101252	0	0	0	0	0	0
ENSMUSG00000101253	0	0	0	0	0	0
ENSMUSG00000101254	0	0	0	0	0	0
ENSMUSG00000101255	0	0	0	0	0	0
ENSMUSG00000101256	0	0	0	0	0	0
ENSMUSG00000101257	0	0	0	0	0	0
ENSMUSG00000101258	8	3	9	15	9	10
ENSMUSG00000101259	0	0	0	0	0	0
ENSMUSG00000101260	0	0	0	0	0	0
ENSMUSG00000101261	0	0	0	0	0	0
ENSMUSG00000101262	4	2	3	0	6	4
ENSMUSG00000101263	0	0	0	0	0	0
ENSMUSG00000101264	0	0	0	0	0	0
ENSMUSG00000101265	0	0	0	0	0	0
ENSMUSG00000101266	0	0	0	0	0	0
ENSMUSG00000101267	0	0	0	0	0	0
ENSMUSG00000101268	0	0	0	0	0	0
ENSMUSG00000101270	0	0	0	0	0	0
ENSMUSG00000101271	0	0	0	0	0	0
ENSMUSG00000101272	0	0	0	0	0	0
ENSMUSG00000101273	0	0	0	0	0	0
ENSMUSG00000101275	0	0	0	0	0	0
ENSMUSG00000101276	0	0	0	0	0	0
ENSMUSG00000101277	0	0	0	0	0	0
ENSMUSG00000101278	0	0	0	0	0	0
ENSMUSG00000101279	0	0	0	0	0	0
ENSMUSG00000101280	0	0	0	0	0	0
ENSMUSG00000101281	0	0	0	0	0	0
ENSMUSG00000101282	0	0	0	0	0	0
ENSMUSG00000101283	0	0	0	0	0	0
ENSMUSG00000101284	0	0	0	0	0	0
ENSMUSG00000101285	0	0	0	0	0	0
ENSMUSG00000101286	0	0	0	0	0	0
ENSMUSG00000101287	0	0	0	0	0	0
ENSMUSG00000101288	0	0	0	0	0	0
ENSMUSG00000101289	0	0	0	0	0	0
ENSMUSG00000101290	0	0	0	0	0	0
ENSMUSG00000101291	0	0	0	0	0	0
ENSMUSG00000101292	0	0	0	0	0	0
ENSMUSG00000101294	0	0	0	0	0	0
ENSMUSG00000101295	0	1	0	0	0	0
ENSMUSG00000101296	0	0	0	0	0	0
ENSMUSG00000101297	0	0	0	0	0	0
ENSMUSG00000101298	0	0	0	0	0	0
ENSMUSG00000101299	0	0	0	0	0	0
ENSMUSG00000101300	0	0	0	0	0	0
ENSMUSG00000101301	1	0	0	0	0	0
ENSMUSG00000101302	0	0	0	0	0	0
ENSMUSG00000101303	0	0	0	0	0	0
ENSMUSG00000101304	0	0	0	0	0	0
ENSMUSG00000101305	0	0	0	0	0	0
ENSMUSG00000101306	0	0	0	0	0	0
ENSMUSG00000101307	0	0	0	0	0	0
ENSMUSG00000101308	1	0	4	7	4	11
ENSMUSG00000101309	1	1	0	0	0	0
ENSMUSG00000101310	0	0	0	0	0	0
ENSMUSG00000101311	0	0	0	0	0	0
ENSMUSG00000101312	0	0	0	0	0	0
ENSMUSG00000101313	0	0	0	0	0	0
ENSMUSG00000101314	0	0	0	0	0	0
ENSMUSG00000101315	0	0	0	0	0	0
ENSMUSG00000101316	7	4	7	14	4	0
ENSMUSG00000101317	0	0	0	0	0	0
ENSMUSG00000101318	0	0	0	0	0	0
ENSMUSG00000101319	0	0	0	0	0	0
ENSMUSG00000101320	62	55	90	65	69	79
ENSMUSG00000101321	0	0	0	0	0	0
ENSMUSG00000101323	0	0	0	0	0	0
ENSMUSG00000101324	0	0	0	0	0	0
ENSMUSG00000101325	0	0	0	0	0	0
ENSMUSG00000101326	0	0	0	0	0	0
ENSMUSG00000101327	0	0	0	0	0	0
ENSMUSG00000101328	0	0	0	0	0	0
ENSMUSG00000101329	0	0	0	0	0	0
ENSMUSG00000101330	0	19	0	1	4	0
ENSMUSG00000101331	0	0	0	0	0	0
ENSMUSG00000101332	0	0	0	0	0	0
ENSMUSG00000101333	0	0	0	0	0	0
ENSMUSG00000101334	0	0	0	0	0	0
ENSMUSG00000101335	18	15	11	33	10	30
ENSMUSG00000101336	0	0	0	0	0	0
ENSMUSG00000101337	0	0	0	0	0	0
ENSMUSG00000101338	0	0	0	0	0	0
ENSMUSG00000101339	0	0	0	0	0	0
ENSMUSG00000101340	0	0	0	0	0	0
ENSMUSG00000101341	0	0	0	0	0	0
ENSMUSG00000101342	0	0	0	0	0	0
ENSMUSG00000101343	0	0	0	0	0	0
ENSMUSG00000101344	0	0	0	0	0	0
ENSMUSG00000101345	0	0	0	0	0	0
ENSMUSG00000101346	0	0	0	0	0	0
ENSMUSG00000101347	0	0	0	0	0	0
ENSMUSG00000101348	3	0	4	1	6	4
ENSMUSG00000101349	0	0	0	0	0	0
ENSMUSG00000101350	0	0	0	0	0	0
ENSMUSG00000101351	0	0	0	0	0	0
ENSMUSG00000101352	0	0	0	0	0	0
ENSMUSG00000101353	0	0	0	0	0	0
ENSMUSG00000101354	0	0	0	0	0	0
ENSMUSG00000101355	57	77	112	65	71	188
ENSMUSG00000101356	0	0	0	6	0	0
ENSMUSG00000101357	0	0	0	0	0	0
ENSMUSG00000101358	0	0	0	0	0	0
ENSMUSG00000101359	0	0	0	0	0	0
ENSMUSG00000101360	0	0	0	0	0	0
ENSMUSG00000101361	0	0	0	0	0	0
ENSMUSG00000101362	0	0	0	0	0	0
ENSMUSG00000101363	0	0	1	0	0	1
ENSMUSG00000101364	0	0	0	0	0	0
ENSMUSG00000101365	0	0	0	3	0	1
ENSMUSG00000101366	0	0	0	0	0	0
ENSMUSG00000101367	0	0	0	0	0	0
ENSMUSG00000101368	0	0	0	0	0	0
ENSMUSG00000101369	0	0	0	0	0	0
ENSMUSG00000101370	0	0	0	0	0	0
ENSMUSG00000101371	4	1	6	0	2	0
ENSMUSG00000101372	2	0	0	0	1	0
ENSMUSG00000101373	0	0	0	0	0	0
ENSMUSG00000101374	0	0	0	0	0	0
ENSMUSG00000101375	0	0	0	0	0	0
ENSMUSG00000101376	0	0	0	0	0	0
ENSMUSG00000101377	0	0	0	0	0	0
ENSMUSG00000101378	0	0	0	0	0	0
ENSMUSG00000101379	0	0	0	0	0	0
ENSMUSG00000101380	0	0	0	0	0	0
ENSMUSG00000101381	0	0	0	0	0	0
ENSMUSG00000101382	0	0	0	0	0	0
ENSMUSG00000101383	0	0	0	0	0	0
ENSMUSG00000101385	0	0	0	0	0	0
ENSMUSG00000101386	0	0	0	0	0	0
ENSMUSG00000101387	0	0	0	0	0	0
ENSMUSG00000101388	0	0	0	0	0	0
ENSMUSG00000101389	0	0	0	0	0	0
ENSMUSG00000101390	0	0	0	0	0	0
ENSMUSG00000101391	1	0	0	0	0	0
ENSMUSG00000101392	0	0	0	0	0	0
ENSMUSG00000101393	0	0	0	0	0	0
ENSMUSG00000101394	0	0	0	0	0	0
ENSMUSG00000101395	0	0	0	0	0	0
ENSMUSG00000101396	0	0	0	0	0	0
ENSMUSG00000101397	0	0	0	0	0	0
ENSMUSG00000101398	0	0	0	0	0	0
ENSMUSG00000101399	0	0	0	0	0	0
ENSMUSG00000101400	1	0	0	0	2	0
ENSMUSG00000101401	0	0	0	0	0	0
ENSMUSG00000101402	0	0	0	0	0	0
ENSMUSG00000101403	0	0	0	0	0	0
ENSMUSG00000101404	0	0	0	0	0	0
ENSMUSG00000101405	0	0	0	0	0	0
ENSMUSG00000101406	0	0	0	0	0	0
ENSMUSG00000101407	0	0	0	0	0	0
ENSMUSG00000101408	0	0	0	0	0	0
ENSMUSG00000101409	0	0	0	0	0	0
ENSMUSG00000101410	0	0	0	0	0	0
ENSMUSG00000101411	0	0	0	0	0	0
ENSMUSG00000101412	0	0	0	0	0	0
ENSMUSG00000101413	0	2	0	2	1	4
ENSMUSG00000101414	0	0	0	0	0	0
ENSMUSG00000101415	0	0	0	0	0	0
ENSMUSG00000101416	0	0	0	0	0	0
ENSMUSG00000101417	0	0	0	0	0	0
ENSMUSG00000101418	0	0	0	0	0	0
ENSMUSG00000101419	0	0	0	0	0	0
ENSMUSG00000101420	0	0	0	0	0	0
ENSMUSG00000101421	0	0	0	0	0	0
ENSMUSG00000101422	0	0	0	0	0	0
ENSMUSG00000101423	0	0	0	0	0	0
ENSMUSG00000101424	0	0	0	0	0	0
ENSMUSG00000101425	0	0	0	0	0	0
ENSMUSG00000101426	0	0	0	0	0	0
ENSMUSG00000101427	0	0	0	0	0	0
ENSMUSG00000101428	0	0	0	0	0	0
ENSMUSG00000101429	0	0	0	0	0	0
ENSMUSG00000101431	0	3	0	24	11	11
ENSMUSG00000101433	0	0	0	0	0	0
ENSMUSG00000101434	0	0	0	0	0	0
ENSMUSG00000101435	0	0	0	0	0	0
ENSMUSG00000101436	0	0	0	0	0	0
ENSMUSG00000101437	0	0	0	0	0	0
ENSMUSG00000101438	0	16	9	12	12	17
ENSMUSG00000101439	0	0	0	0	0	0
ENSMUSG00000101440	0	0	0	0	0	0
ENSMUSG00000101441	0	0	0	0	0	0
ENSMUSG00000101442	0	0	0	0	0	0
ENSMUSG00000101443	0	0	0	0	0	0
ENSMUSG00000101444	0	0	0	0	0	0
ENSMUSG00000101445	0	0	0	0	0	0
ENSMUSG00000101446	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0
ENSMUSG00000101448	0	0	0	0	0	0
ENSMUSG00000101449	0	0	0	0	2	0
ENSMUSG00000101450	7	9	14	46	19	20
ENSMUSG00000101451	0	0	0	0	0	0
ENSMUSG00000101452	10	22	12	8	18	41
ENSMUSG00000101453	0	0	0	0	0	0
ENSMUSG00000101454	0	0	0	0	0	0
ENSMUSG00000101455	0	0	0	0	0	0
ENSMUSG00000101456	0	0	0	0	0	0
ENSMUSG00000101457	0	0	0	0	0	0
ENSMUSG00000101459	0	0	0	0	0	0
ENSMUSG00000101462	0	1	0	0	0	0
ENSMUSG00000101463	0	0	0	0	0	0
ENSMUSG00000101464	0	0	0	0	0	0
ENSMUSG00000101465	0	0	0	0	0	0
ENSMUSG00000101466	0	0	0	0	0	0
ENSMUSG00000101467	0	0	0	0	0	0
ENSMUSG00000101468	0	0	0	0	0	0
ENSMUSG00000101469	0	0	0	0	0	0
ENSMUSG00000101470	0	0	0	0	0	0
ENSMUSG00000101471	0	0	0	0	0	0
ENSMUSG00000101472	0	0	0	0	0	0
ENSMUSG00000101473	0	0	0	0	0	0
ENSMUSG00000101474	0	0	0	0	0	0
ENSMUSG00000101475	0	0	0	0	0	0
ENSMUSG00000101476	0	0	0	0	1	0
ENSMUSG00000101477	0	0	0	0	0	0
ENSMUSG00000101478	0	0	0	0	0	0
ENSMUSG00000101479	0	0	0	0	0	0
ENSMUSG00000101480	0	0	0	0	0	0
ENSMUSG00000101481	0	0	0	0	0	0
ENSMUSG00000101482	2	0	0	0	0	0
ENSMUSG00000101483	0	0	0	0	0	0
ENSMUSG00000101484	0	0	0	0	0	0
ENSMUSG00000101486	6	1	3	0	1	4
ENSMUSG00000101487	0	0	0	0	0	0
ENSMUSG00000101489	0	0	0	0	0	0
ENSMUSG00000101490	0	0	0	0	0	0
ENSMUSG00000101491	0	0	0	0	0	0
ENSMUSG00000101492	0	0	0	0	0	0
ENSMUSG00000101493	9	3	7	34	8	18
ENSMUSG00000101494	0	0	0	0	0	0
ENSMUSG00000101495	0	0	0	0	0	0
ENSMUSG00000101496	0	1	11	2	4	4
ENSMUSG00000101497	0	0	0	0	0	0
ENSMUSG00000101498	0	0	0	0	0	0
ENSMUSG00000101499	0	0	0	0	0	0
ENSMUSG00000101500	0	0	0	0	0	0
ENSMUSG00000101501	0	0	0	0	1	2
ENSMUSG00000101502	3	6	0	35	0	5
ENSMUSG00000101503	0	0	0	0	0	0
ENSMUSG00000101504	0	0	0	0	0	0
ENSMUSG00000101505	0	0	0	0	0	0
ENSMUSG00000101506	0	0	0	0	0	0
ENSMUSG00000101507	0	0	0	0	0	0
ENSMUSG00000101508	0	0	0	0	0	0
ENSMUSG00000101509	0	0	0	0	0	0
ENSMUSG00000101510	0	0	0	0	0	0
ENSMUSG00000101511	1	0	0	0	0	0
ENSMUSG00000101512	0	0	0	0	0	0
ENSMUSG00000101513	0	0	0	0	0	0
ENSMUSG00000101514	0	0	0	0	0	0
ENSMUSG00000101515	0	0	0	0	0	0
ENSMUSG00000101516	0	0	0	0	0	0
ENSMUSG00000101517	0	0	0	0	0	0
ENSMUSG00000101518	0	0	0	0	0	0
ENSMUSG00000101519	0	0	0	0	0	0
ENSMUSG00000101520	0	0	0	0	0	0
ENSMUSG00000101521	0	0	0	0	0	0
ENSMUSG00000101522	0	0	0	0	0	0
ENSMUSG00000101523	279	621	710	298	463	366
ENSMUSG00000101525	0	0	0	0	0	0
ENSMUSG00000101526	0	0	0	0	0	0
ENSMUSG00000101527	0	0	0	0	0	0
ENSMUSG00000101528	0	0	0	0	0	0
ENSMUSG00000101529	0	0	0	0	0	0
ENSMUSG00000101530	0	0	0	0	0	0
ENSMUSG00000101531	0	0	0	0	0	0
ENSMUSG00000101532	0	0	0	0	1	0
ENSMUSG00000101533	0	0	0	0	0	0
ENSMUSG00000101534	0	0	0	0	0	0
ENSMUSG00000101535	0	0	0	0	0	0
ENSMUSG00000101536	0	0	0	0	0	0
ENSMUSG00000101537	0	0	0	0	0	0
ENSMUSG00000101538	0	0	0	0	0	0
ENSMUSG00000101539	0	0	0	0	0	0
ENSMUSG00000101540	0	0	0	2	0	0
ENSMUSG00000101541	0	0	0	0	0	0
ENSMUSG00000101542	0	0	0	0	0	0
ENSMUSG00000101543	0	0	0	0	0	0
ENSMUSG00000101544	0	0	0	0	0	0
ENSMUSG00000101545	0	3	1	0	0	1
ENSMUSG00000101546	0	0	0	0	0	0
ENSMUSG00000101547	0	0	0	0	0	0
ENSMUSG00000101548	0	0	0	0	0	0
ENSMUSG00000101549	0	0	0	0	0	0
ENSMUSG00000101550	0	0	0	0	0	0
ENSMUSG00000101551	4	3	5	0	6	4
ENSMUSG00000101552	0	0	0	0	0	0
ENSMUSG00000101553	0	0	0	0	0	0
ENSMUSG00000101554	0	0	0	0	0	0
ENSMUSG00000101555	9	4	6	7	7	10
ENSMUSG00000101557	0	0	0	0	0	0
ENSMUSG00000101558	0	0	0	0	0	0
ENSMUSG00000101559	0	0	0	0	0	0
ENSMUSG00000101560	0	0	0	0	0	0
ENSMUSG00000101562	0	0	0	0	0	0
ENSMUSG00000101563	0	0	0	0	0	0
ENSMUSG00000101564	0	0	0	0	0	0
ENSMUSG00000101565	0	0	0	0	0	0
ENSMUSG00000101566	0	0	0	0	0	0
ENSMUSG00000101567	1	4	1	1	3	3
ENSMUSG00000101568	0	0	0	0	0	0
ENSMUSG00000101569	0	0	0	0	0	0
ENSMUSG00000101570	0	0	0	0	0	0
ENSMUSG00000101571	0	0	0	0	0	0
ENSMUSG00000101573	0	0	0	0	0	0
ENSMUSG00000101574	0	0	0	0	0	0
ENSMUSG00000101575	0	0	0	0	0	0
ENSMUSG00000101576	0	0	0	0	0	0
ENSMUSG00000101578	0	0	0	0	0	0
ENSMUSG00000101579	0	0	0	0	0	0
ENSMUSG00000101580	0	0	0	0	0	0
ENSMUSG00000101581	4	2	3	11	1	10
ENSMUSG00000101582	0	0	0	0	0	0
ENSMUSG00000101583	1	0	0	0	0	0
ENSMUSG00000101584	0	0	0	0	0	0
ENSMUSG00000101585	0	0	0	0	0	0
ENSMUSG00000101586	4	3	3	3	5	18
ENSMUSG00000101587	0	0	2	2	0	5
ENSMUSG00000101588	1	0	0	5	0	0
ENSMUSG00000101589	1	0	6	9	3	8
ENSMUSG00000101590	0	0	0	0	0	0
ENSMUSG00000101592	0	0	0	0	0	0
ENSMUSG00000101593	0	0	0	0	0	0
ENSMUSG00000101594	0	0	0	0	0	0
ENSMUSG00000101595	0	0	0	0	0	0
ENSMUSG00000101596	0	0	0	0	0	0
ENSMUSG00000101597	9	13	8	6	24	11
ENSMUSG00000101598	0	0	0	0	0	0
ENSMUSG00000101599	73	48	52	176	84	134
ENSMUSG00000101600	0	0	0	0	0	0
ENSMUSG00000101601	0	0	0	0	0	0
ENSMUSG00000101602	0	0	0	0	0	0
ENSMUSG00000101603	0	1	0	3	0	0
ENSMUSG00000101605	0	0	0	0	0	0
ENSMUSG00000101606	0	0	0	0	0	0
ENSMUSG00000101607	0	0	0	0	0	0
ENSMUSG00000101608	0	0	0	0	0	0
ENSMUSG00000101609	40	37	71	67	52	70
ENSMUSG00000101610	0	2	1	0	0	0
ENSMUSG00000101611	0	0	0	0	0	0
ENSMUSG00000101612	0	1	0	1	0	0
ENSMUSG00000101613	0	0	0	0	0	0
ENSMUSG00000101614	0	0	0	0	0	0
ENSMUSG00000101615	0	0	0	0	0	0
ENSMUSG00000101616	0	0	0	0	0	0
ENSMUSG00000101617	34	28	22	0	33	49
ENSMUSG00000101618	0	0	0	0	0	0
ENSMUSG00000101619	0	0	0	0	0	0
ENSMUSG00000101621	0	0	0	0	0	0
ENSMUSG00000101622	0	0	0	0	0	0
ENSMUSG00000101623	0	0	0	0	0	0
ENSMUSG00000101624	0	0	0	0	0	0
ENSMUSG00000101625	0	0	0	0	0	0
ENSMUSG00000101626	0	0	0	0	0	0
ENSMUSG00000101627	0	0	0	0	0	0
ENSMUSG00000101628	0	0	2	0	0	0
ENSMUSG00000101629	0	0	0	0	0	0
ENSMUSG00000101630	0	0	0	0	0	0
ENSMUSG00000101631	0	0	0	0	0	0
ENSMUSG00000101632	0	0	0	0	0	0
ENSMUSG00000101633	0	0	0	0	0	0
ENSMUSG00000101634	0	0	0	0	0	0
ENSMUSG00000101636	0	0	0	0	0	0
ENSMUSG00000101637	0	0	0	0	0	0
ENSMUSG00000101638	0	0	0	0	0	0
ENSMUSG00000101639	0	0	0	0	0	0
ENSMUSG00000101640	0	0	0	0	0	0
ENSMUSG00000101641	25	8	19	19	16	16
ENSMUSG00000101642	0	0	0	0	0	0
ENSMUSG00000101643	0	0	0	0	0	0
ENSMUSG00000101644	0	0	0	0	0	0
ENSMUSG00000101645	91	53	260	0	0	0
ENSMUSG00000101646	0	0	0	0	0	0
ENSMUSG00000101647	0	0	0	0	0	0
ENSMUSG00000101648	0	0	0	0	0	0
ENSMUSG00000101649	0	0	0	0	0	0
ENSMUSG00000101650	0	0	0	0	0	0
ENSMUSG00000101651	0	1	3	0	0	0
ENSMUSG00000101652	0	0	1	0	0	0
ENSMUSG00000101653	0	0	0	0	0	0
ENSMUSG00000101654	0	0	0	0	0	0
ENSMUSG00000101655	1	0	0	4	0	0
ENSMUSG00000101656	0	0	0	0	0	0
ENSMUSG00000101657	0	0	0	0	0	0
ENSMUSG00000101658	0	0	0	0	0	0
ENSMUSG00000101659	0	0	0	0	0	0
ENSMUSG00000101660	0	0	0	0	0	0
ENSMUSG00000101661	0	0	0	0	0	1
ENSMUSG00000101662	0	0	0	0	0	0
ENSMUSG00000101664	0	0	0	0	0	0
ENSMUSG00000101665	0	0	0	0	0	0
ENSMUSG00000101666	0	0	0	0	0	0
ENSMUSG00000101667	0	0	0	0	0	0
ENSMUSG00000101668	0	0	0	0	0	0
ENSMUSG00000101669	0	0	0	0	0	0
ENSMUSG00000101670	0	0	0	0	0	0
ENSMUSG00000101671	0	0	0	0	0	0
ENSMUSG00000101672	0	0	0	0	0	0
ENSMUSG00000101673	0	0	0	0	0	0
ENSMUSG00000101674	0	0	0	0	0	0
ENSMUSG00000101675	0	0	0	0	0	0
ENSMUSG00000101676	0	0	0	0	0	0
ENSMUSG00000101678	29	28	81	19	50	32
ENSMUSG00000101679	0	0	0	0	0	0
ENSMUSG00000101680	0	0	0	0	0	0
ENSMUSG00000101681	0	0	0	0	0	0
ENSMUSG00000101682	1	1	3	0	3	4
ENSMUSG00000101683	0	0	0	0	0	0
ENSMUSG00000101684	0	0	0	0	0	0
ENSMUSG00000101685	0	0	1	0	0	1
ENSMUSG00000101686	0	0	0	0	0	0
ENSMUSG00000101687	0	0	0	0	0	0
ENSMUSG00000101688	0	0	0	0	0	0
ENSMUSG00000101689	0	0	0	0	0	0
ENSMUSG00000101690	0	0	0	0	0	0
ENSMUSG00000101691	0	0	0	0	0	0
ENSMUSG00000101692	0	0	0	0	0	0
ENSMUSG00000101693	0	0	0	0	0	0
ENSMUSG00000101694	0	0	0	0	0	0
ENSMUSG00000101695	0	0	0	1	0	0
ENSMUSG00000101698	34	16	6	2	14	23
ENSMUSG00000101699	0	0	0	0	0	0
ENSMUSG00000101700	0	0	0	0	0	0
ENSMUSG00000101701	0	0	0	0	0	0
ENSMUSG00000101702	0	0	0	0	0	0
ENSMUSG00000101703	0	0	0	0	0	0
ENSMUSG00000101704	0	0	0	0	0	0
ENSMUSG00000101705	0	0	0	0	0	0
ENSMUSG00000101706	0	0	0	0	0	0
ENSMUSG00000101707	0	0	0	0	0	0
ENSMUSG00000101708	0	0	0	0	1	1
ENSMUSG00000101709	0	0	0	0	0	0
ENSMUSG00000101710	0	0	0	0	0	0
ENSMUSG00000101711	17	19	19	16	13	26
ENSMUSG00000101712	0	0	0	0	0	0
ENSMUSG00000101713	0	0	0	0	0	0
ENSMUSG00000101714	0	0	0	0	0	0
ENSMUSG00000101715	0	0	0	0	0	0
ENSMUSG00000101717	0	0	0	0	0	0
ENSMUSG00000101718	0	0	0	0	0	0
ENSMUSG00000101719	0	0	0	0	0	0
ENSMUSG00000101720	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0
ENSMUSG00000101722	0	0	0	0	0	0
ENSMUSG00000101723	0	0	0	0	0	0
ENSMUSG00000101724	0	0	0	0	0	0
ENSMUSG00000101725	0	0	0	0	0	0
ENSMUSG00000101726	0	0	1	0	0	0
ENSMUSG00000101727	0	0	0	0	0	0
ENSMUSG00000101728	0	0	0	0	0	0
ENSMUSG00000101729	0	0	0	0	0	0
ENSMUSG00000101730	0	1	0	0	0	0
ENSMUSG00000101731	0	0	0	1	0	0
ENSMUSG00000101732	0	0	0	0	0	0
ENSMUSG00000101733	0	0	0	0	0	0
ENSMUSG00000101734	0	0	0	0	0	0
ENSMUSG00000101735	0	0	0	0	0	1
ENSMUSG00000101736	0	0	0	0	0	0
ENSMUSG00000101737	0	0	0	0	0	0
ENSMUSG00000101739	1	0	0	0	0	0
ENSMUSG00000101740	0	0	0	0	0	0
ENSMUSG00000101741	0	0	0	0	0	0
ENSMUSG00000101742	0	0	0	0	0	0
ENSMUSG00000101743	0	0	0	0	0	0
ENSMUSG00000101744	0	0	0	0	0	0
ENSMUSG00000101745	0	0	0	0	0	0
ENSMUSG00000101746	0	0	0	0	0	0
ENSMUSG00000101747	0	0	0	0	0	0
ENSMUSG00000101748	0	0	0	0	0	0
ENSMUSG00000101750	0	0	0	1	0	0
ENSMUSG00000101751	3	0	3	0	5	4
ENSMUSG00000101752	0	0	0	0	0	0
ENSMUSG00000101753	0	0	0	0	0	0
ENSMUSG00000101754	0	0	0	0	0	0
ENSMUSG00000101755	0	0	0	0	0	0
ENSMUSG00000101756	0	0	0	0	0	0
ENSMUSG00000101757	0	0	0	0	0	0
ENSMUSG00000101758	0	0	0	0	0	0
ENSMUSG00000101759	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0
ENSMUSG00000101761	0	0	0	0	0	0
ENSMUSG00000101762	0	0	0	0	0	0
ENSMUSG00000101763	0	0	0	0	0	0
ENSMUSG00000101764	0	0	0	0	0	0
ENSMUSG00000101765	0	0	0	0	0	0
ENSMUSG00000101766	0	0	0	0	0	0
ENSMUSG00000101768	0	0	0	0	0	0
ENSMUSG00000101769	0	0	0	0	0	0
ENSMUSG00000101770	0	0	0	0	0	0
ENSMUSG00000101771	0	0	0	0	0	0
ENSMUSG00000101772	0	0	0	0	0	0
ENSMUSG00000101773	0	0	0	0	0	0
ENSMUSG00000101774	0	0	0	0	0	0
ENSMUSG00000101775	0	0	0	0	0	0
ENSMUSG00000101776	0	0	1	0	0	0
ENSMUSG00000101777	0	1	0	0	0	2
ENSMUSG00000101778	0	0	0	0	0	2
ENSMUSG00000101779	0	0	0	0	0	0
ENSMUSG00000101780	0	0	0	0	0	0
ENSMUSG00000101781	0	0	0	0	0	0
ENSMUSG00000101782	0	0	0	0	0	0
ENSMUSG00000101783	0	0	0	0	0	0
ENSMUSG00000101784	0	1	1	0	0	2
ENSMUSG00000101785	0	0	0	0	0	0
ENSMUSG00000101786	0	0	0	0	0	0
ENSMUSG00000101787	0	0	0	0	0	0
ENSMUSG00000101788	0	0	0	0	0	0
ENSMUSG00000101789	0	0	0	0	0	0
ENSMUSG00000101790	0	0	0	0	0	0
ENSMUSG00000101791	0	0	0	0	0	0
ENSMUSG00000101792	0	0	0	0	0	0
ENSMUSG00000101793	0	0	0	0	0	0
ENSMUSG00000101794	0	0	0	0	0	0
ENSMUSG00000101795	26	24	32	124	30	44
ENSMUSG00000101796	0	0	0	0	0	0
ENSMUSG00000101797	0	0	0	0	0	0
ENSMUSG00000101798	0	0	0	1	1	0
ENSMUSG00000101799	0	0	0	0	0	0
ENSMUSG00000101800	0	0	0	0	0	4
ENSMUSG00000101801	0	0	3	1	0	3
ENSMUSG00000101802	0	0	0	0	0	0
ENSMUSG00000101803	0	0	0	0	0	0
ENSMUSG00000101804	0	0	0	0	0	0
ENSMUSG00000101805	0	0	0	0	0	0
ENSMUSG00000101806	0	0	0	0	0	0
ENSMUSG00000101807	1	0	2	0	2	0
ENSMUSG00000101808	0	0	0	0	0	0
ENSMUSG00000101809	0	0	0	0	0	0
