ensembl_gene_id,external_gene_name
ENSMUSG00000022607,Ptk2
ENSMUSG00000022614,Lmf2
ENSMUSG00000022615,Tymp
ENSMUSG00000022617,Chkb
ENSMUSG00000022619,Mapk8ip2
ENSMUSG00000022620,Arsa
ENSMUSG00000022621,Rabl2
ENSMUSG00000022623,Shank3
ENSMUSG00000022629,Kif21a
ENSMUSG00000022634,Yaf2
ENSMUSG00000022635,Zcrb1
ENSMUSG00000022636,Alcam
ENSMUSG00000022637,Cblb
ENSMUSG00000022639,Dubr
ENSMUSG00000022641,Bbx
ENSMUSG00000022658,Tagln3
ENSMUSG00000022663,Atg3
ENSMUSG00000022664,Slc35a5
ENSMUSG00000022665,Ccdc80
ENSMUSG00000022667,Cd200r1
ENSMUSG00000022668,Gtpbp8
ENSMUSG00000022671,Mzt2
ENSMUSG00000022672,Prkdc
ENSMUSG00000022673,Mcm4
ENSMUSG00000022674,Ube2v2
ENSMUSG00000022677,Cep20
ENSMUSG00000022678,Nde1
ENSMUSG00000022679,Mpv17l
ENSMUSG00000022680,Pdxdc1
ENSMUSG00000022681,Ntan1
ENSMUSG00000022682,Rrn3
ENSMUSG00000022684,Bfar
ENSMUSG00000022685,Parn
ENSMUSG00000022698,Naa50
ENSMUSG00000022701,Ccdc191
ENSMUSG00000022702,Hira
ENSMUSG00000022704,Qtrt2
ENSMUSG00000022706,Mrpl40
ENSMUSG00000022707,Gbe1
ENSMUSG00000022708,Zbtb20
ENSMUSG00000022710,Usp7
ENSMUSG00000022711,Pmm2
ENSMUSG00000022718,Dgcr8
ENSMUSG00000022721,Trmt2a
ENSMUSG00000022722,Arl6
ENSMUSG00000022723,Crybg3
ENSMUSG00000022724,Riox2
ENSMUSG00000022742,Cpox
ENSMUSG00000022744,Cldnd1
ENSMUSG00000022747,St3gal6
ENSMUSG00000022748,Cmss1
ENSMUSG00000022749,Tbc1d23
ENSMUSG00000022750,Klhl22
ENSMUSG00000022751,Nit2
ENSMUSG00000022752,Tomm70a
ENSMUSG00000022755,Adgrg7
ENSMUSG00000022757,Tfg
ENSMUSG00000022760,Thap7
ENSMUSG00000022761,Lztr1
ENSMUSG00000022765,Snap29
ENSMUSG00000022766,Serpind1
ENSMUSG00000022768,Ccdc116
ENSMUSG00000022769,Sdf2l1
ENSMUSG00000022770,Dlg1
ENSMUSG00000022771,Ppil2
ENSMUSG00000022772,Senp5
ENSMUSG00000022773,Ypel1
ENSMUSG00000022774,Ncbp2
ENSMUSG00000022779,Top3b
ENSMUSG00000022781,Pak2
ENSMUSG00000022787,Wdr53
ENSMUSG00000022788,Fgd4
ENSMUSG00000022789,Dnm1l
ENSMUSG00000022791,Tnk2
ENSMUSG00000022792,Yars2
ENSMUSG00000022793,B4galt4
ENSMUSG00000022797,Tfrc
ENSMUSG00000022799,Arhgap31
ENSMUSG00000022800,Fyttd1
ENSMUSG00000022801,Lrch3
ENSMUSG00000022802,Lmln
ENSMUSG00000022803,Popdc2
ENSMUSG00000022807,Osbpl11
ENSMUSG00000022808,Snx4
ENSMUSG00000022811,Zfp148
ENSMUSG00000022812,Gsk3b
ENSMUSG00000022814,Umps
ENSMUSG00000022816,Fstl1
ENSMUSG00000022817,Itgb5
ENSMUSG00000022820,Ndufb4
ENSMUSG00000022821,Hgd
ENSMUSG00000022822,Abcc5
ENSMUSG00000022824,Muc13
ENSMUSG00000022827,Rabl3
ENSMUSG00000022828,Gtf2e1
ENSMUSG00000022831,Hcls1
ENSMUSG00000022833,Ccdc14
ENSMUSG00000022836,Mylk
ENSMUSG00000022837,Iqcb1
ENSMUSG00000022838,Eaf2
ENSMUSG00000022841,Ap2m1
ENSMUSG00000022843,Clcn2
ENSMUSG00000022844,Pdia5
ENSMUSG00000022848,Slc49a4
ENSMUSG00000022849,Hspbap1
ENSMUSG00000022853,Ehhadh
ENSMUSG00000022855,Senp2
ENSMUSG00000022856,Tmem41a
ENSMUSG00000022858,Tra2b
ENSMUSG00000022863,Btg3
ENSMUSG00000022864,D16Ertd472e
ENSMUSG00000022865,Cxadr
ENSMUSG00000022867,Usp25
ENSMUSG00000022868,Ahsg
ENSMUSG00000022875,Kng1
ENSMUSG00000022876,Samsn1
ENSMUSG00000022881,Rfc4
ENSMUSG00000022883,Robo1
ENSMUSG00000022884,Eif4a2
ENSMUSG00000022885,St6gal1
ENSMUSG00000022887,Masp1
ENSMUSG00000022889,Mrpl39
ENSMUSG00000022890,Atp5pf
ENSMUSG00000022892,App
ENSMUSG00000022893,Adamts1
ENSMUSG00000022895,Ets2
ENSMUSG00000022897,Dyrk1a
ENSMUSG00000022898,Vps26c
ENSMUSG00000022899,Slc15a2
ENSMUSG00000022901,Cd86
ENSMUSG00000022905,Kpna1
ENSMUSG00000022906,Parp9
ENSMUSG00000022911,Arl13b
ENSMUSG00000022912,Pros1
ENSMUSG00000022913,Psmg1
ENSMUSG00000022914,Brwd1
ENSMUSG00000022940,Pigp
ENSMUSG00000022945,Chaf1b
ENSMUSG00000022946,Dop1b
ENSMUSG00000022948,Setd4
ENSMUSG00000022951,Rcan1
ENSMUSG00000022952,Runx1
ENSMUSG00000022956,Atp5po
ENSMUSG00000022957,Itsn1
ENSMUSG00000022960,Donson
ENSMUSG00000022961,Son
ENSMUSG00000022962,Gart
ENSMUSG00000022964,Tmem50b
ENSMUSG00000022965,Ifngr2
ENSMUSG00000022967,Ifnar1
ENSMUSG00000022969,Il10rb
ENSMUSG00000022971,Ifnar2
ENSMUSG00000022972,Cfap298
ENSMUSG00000022973,Synj1
ENSMUSG00000022974,Paxbp1
ENSMUSG00000022978,Mis18a
ENSMUSG00000022982,Sod1
ENSMUSG00000022983,Scaf4
ENSMUSG00000022992,Kansl2
ENSMUSG00000022993,Spmip11
ENSMUSG00000022994,Adcy6
ENSMUSG00000022995,Enah
ENSMUSG00000022999,Lmbr1l
ENSMUSG00000023004,Tuba1b
ENSMUSG00000023007,Prpf40b
ENSMUSG00000023008,Fmnl3
ENSMUSG00000023009,Nckap5l
ENSMUSG00000023010,Tmbim6
ENSMUSG00000023015,Racgap1
ENSMUSG00000023017,Asic1
ENSMUSG00000023018,Smarcd1
ENSMUSG00000023019,Gpd1
ENSMUSG00000023020,Cox14
ENSMUSG00000023021,Cers5
ENSMUSG00000023022,Lima1
ENSMUSG00000023025,Larp4
ENSMUSG00000023026,Dip2b
ENSMUSG00000023027,Atf1
ENSMUSG00000023030,Slc11a2
ENSMUSG00000023031,Cela1
ENSMUSG00000023034,Nr4a1
ENSMUSG00000023036,Pcdhgc4
ENSMUSG00000023043,Krt18
ENSMUSG00000023044,Csad
ENSMUSG00000023045,Soat2
ENSMUSG00000023047,Amhr2
ENSMUSG00000023048,Prr13
ENSMUSG00000023050,Map3k12
ENSMUSG00000023051,Tarbp2
ENSMUSG00000023052,Npff
ENSMUSG00000023055,Calcoco1
ENSMUSG00000023066,Rttn
ENSMUSG00000023067,Cdkn1a
ENSMUSG00000023068,Nus1
ENSMUSG00000023070,Rgn
ENSMUSG00000023072,Cep89
ENSMUSG00000023074,Mospd1
ENSMUSG00000023075,Akirin1
ENSMUSG00000023079,Gtf2ird1
ENSMUSG00000023087,Noct
ENSMUSG00000023088,Abcc1
ENSMUSG00000023089,Ndufa5
ENSMUSG00000023092,Fhl1
ENSMUSG00000023094,Msrb2
ENSMUSG00000023104,Rfc2
ENSMUSG00000023106,Denr
ENSMUSG00000023110,Prmt5
ENSMUSG00000023118,Sympk
ENSMUSG00000023143,Nagpa
ENSMUSG00000023147,Get1
ENSMUSG00000023150,Ivns1abp
ENSMUSG00000023156,Rpp14
ENSMUSG00000023169,Slc38a1
ENSMUSG00000023170,Gps2
ENSMUSG00000023175,Bsg
ENSMUSG00000023186,Vwa5a
ENSMUSG00000023191,P3h3
ENSMUSG00000023216,Epb42
ENSMUSG00000023224,Serping1
ENSMUSG00000023232,Serinc2
ENSMUSG00000023235,Ccl25
ENSMUSG00000023243,Kcnk5
ENSMUSG00000023259,Slc26a6
ENSMUSG00000023262,Acy1
ENSMUSG00000023266,Frs3
ENSMUSG00000023272,Creld2
ENSMUSG00000023277,Twf2
ENSMUSG00000023284,Zfp605
ENSMUSG00000023286,Ube2j2
ENSMUSG00000023307,Marchf5
ENSMUSG00000023328,Ache
ENSMUSG00000023330,Dtwd1
ENSMUSG00000023345,Poc1a
ENSMUSG00000023348,Trip6
ENSMUSG00000023349,Clec4n
ENSMUSG00000023353,Agap3
ENSMUSG00000023367,Tmem176a
ENSMUSG00000023393,Slc17a9
ENSMUSG00000023452,Pisd
ENSMUSG00000023456,Tpi1
ENSMUSG00000023460,Rab12
ENSMUSG00000023467,Tulp2
ENSMUSG00000023473,Celsr3
ENSMUSG00000023495,Pcbp4
ENSMUSG00000023505,Cdca3
ENSMUSG00000023571,C1qtnf12
ENSMUSG00000023572,Ccndbp1
ENSMUSG00000023707,Ogfod2
ENSMUSG00000023723,Mrps23
ENSMUSG00000023755,Rhebl1
ENSMUSG00000023764,Sfi1
ENSMUSG00000023791,Pigx
ENSMUSG00000023795,Pisd-ps2
ENSMUSG00000023800,Tiam2
ENSMUSG00000023806,Rsph3b
ENSMUSG00000023809,Rps6ka2
ENSMUSG00000023826,Prkn
ENSMUSG00000023827,Agpat4
ENSMUSG00000023828,Slc22a3
ENSMUSG00000023829,Slc22a1
ENSMUSG00000023830,Igf2r
ENSMUSG00000023832,Acat2
ENSMUSG00000023845,Lnpep
ENSMUSG00000023852,Chd1
ENSMUSG00000023861,Mpc1
ENSMUSG00000023868,Pde10a
ENSMUSG00000023882,Zfp54
ENSMUSG00000023883,Phf10
ENSMUSG00000023886,Smoc2
ENSMUSG00000023892,Zfp51
ENSMUSG00000023904,Hcfc1r1
ENSMUSG00000023905,Tnfrsf12a
ENSMUSG00000023908,Pkmyt1
ENSMUSG00000023909,Paqr4
ENSMUSG00000023912,Slc25a27
ENSMUSG00000023913,Pla2g7
ENSMUSG00000023915,Tnfrsf21
ENSMUSG00000023919,Cenpq
ENSMUSG00000023921,Mmut
ENSMUSG00000023923,Tbc1d5
ENSMUSG00000023926,Rhag
ENSMUSG00000023927,Satb1
ENSMUSG00000023930,Crisp2
ENSMUSG00000023932,Cdc5l
ENSMUSG00000023935,Spats1
ENSMUSG00000023938,Aars2
ENSMUSG00000023939,Mrpl14
ENSMUSG00000023940,Sgo1
ENSMUSG00000023942,Slc29a1
ENSMUSG00000023944,Hsp90ab1
ENSMUSG00000023951,Vegfa
ENSMUSG00000023952,Gtpbp2
ENSMUSG00000023953,Polh
ENSMUSG00000023961,Enpp4
ENSMUSG00000023965,Fbxl17
ENSMUSG00000023966,Rsph9
ENSMUSG00000023967,Mrps18a
ENSMUSG00000023971,Rrp36
ENSMUSG00000023972,Ptk7
ENSMUSG00000023973,Cnpy3
ENSMUSG00000023977,Ubr2
ENSMUSG00000023979,Guca1b
ENSMUSG00000023980,Taf8
ENSMUSG00000023984,Gm20517
ENSMUSG00000023988,Bysl
ENSMUSG00000023990,Tfeb
ENSMUSG00000023991,Foxp4
ENSMUSG00000023993,Treml1
ENSMUSG00000023994,Nfya
ENSMUSG00000023995,Tspo2
ENSMUSG00000024002,Brd4
ENSMUSG00000024006,Stk38
ENSMUSG00000024007,Ppil1
ENSMUSG00000024012,Mtch1
ENSMUSG00000024013,Fgd2
ENSMUSG00000024014,Pim1
ENSMUSG00000024018,Ccdc167
ENSMUSG00000024019,Cmtr1
ENSMUSG00000024026,Glo1
ENSMUSG00000024030,Abcg1
ENSMUSG00000024036,Slc37a1
ENSMUSG00000024037,Wdr4
ENSMUSG00000024038,Ndufv3
ENSMUSG00000024042,Sik1
ENSMUSG00000024043,Arhgap28
ENSMUSG00000024044,Epb41l3
ENSMUSG00000024045,Akap8
ENSMUSG00000024048,Myl12a
ENSMUSG00000024049,Myom1
ENSMUSG00000024050,Wiz
ENSMUSG00000024052,Lpin2
ENSMUSG00000024053,Emilin2
ENSMUSG00000024054,Smchd1
ENSMUSG00000024055,Cyp4f13
ENSMUSG00000024056,Ndc80
ENSMUSG00000024063,Lbh
ENSMUSG00000024065,Ehd3
ENSMUSG00000024067,Dpy30
ENSMUSG00000024068,Spast
ENSMUSG00000024069,Slc30a6
ENSMUSG00000024070,Prkd3
ENSMUSG00000024072,Yipf4
ENSMUSG00000024073,Birc6
ENSMUSG00000024074,Crim1
ENSMUSG00000024076,Vit
ENSMUSG00000024077,Strn
ENSMUSG00000024078,Ttc27
ENSMUSG00000024079,Eif2ak2
ENSMUSG00000024081,Cebpz
ENSMUSG00000024082,Ndufaf7
ENSMUSG00000024083,Pja2
ENSMUSG00000024085,Man2a1
ENSMUSG00000024091,Vapa
ENSMUSG00000024095,Hnrnpll
ENSMUSG00000024096,Ralbp1
ENSMUSG00000024097,Srsf7
ENSMUSG00000024098,Twsg1
ENSMUSG00000024099,Ndufv2
ENSMUSG00000024101,Washc1
ENSMUSG00000024104,Washc2
ENSMUSG00000024112,Cacna1h
ENSMUSG00000024118,Tedc2
ENSMUSG00000024120,Lrpprc
ENSMUSG00000024121,Atp6v0c
ENSMUSG00000024122,Pdpk1
ENSMUSG00000024127,Prepl
ENSMUSG00000024130,Abca3
ENSMUSG00000024131,Slc3a1
ENSMUSG00000024132,Eci1
ENSMUSG00000024135,Srbd1
ENSMUSG00000024136,Dnase1l2
ENSMUSG00000024137,E4f1
ENSMUSG00000024140,Epas1
ENSMUSG00000024142,Mlst8
ENSMUSG00000024143,Rhoq
ENSMUSG00000024145,Pigf
ENSMUSG00000024146,Cript
ENSMUSG00000024150,Mcfd2
ENSMUSG00000024151,Msh2
ENSMUSG00000024155,Meiob
ENSMUSG00000024158,Hagh
ENSMUSG00000024160,Spsb3
ENSMUSG00000024163,Mapk8ip3
ENSMUSG00000024164,C3
ENSMUSG00000024165,Jpt2
ENSMUSG00000024168,Tmem204
ENSMUSG00000024169,Ift140
ENSMUSG00000024170,Telo2
ENSMUSG00000024174,Pot1b
ENSMUSG00000024177,Nme4
ENSMUSG00000024180,Pgap6
ENSMUSG00000024181,Mrpl28
ENSMUSG00000024182,Axin1
ENSMUSG00000024184,Pdia2
ENSMUSG00000024186,Rgs11
ENSMUSG00000024187,Fam234a
ENSMUSG00000024188,Luc7l
ENSMUSG00000024190,Dusp1
ENSMUSG00000024191,Bnip1
ENSMUSG00000024193,Phf1
ENSMUSG00000024194,Cuta
ENSMUSG00000024197,Plin3
ENSMUSG00000024201,Kdm4b
ENSMUSG00000024206,Rfx2
ENSMUSG00000024208,Uqcc2
ENSMUSG00000024212,Mllt1
ENSMUSG00000024213,Nudt3
ENSMUSG00000024217,Snrpc
ENSMUSG00000024218,Taf11
ENSMUSG00000024219,Anks1
ENSMUSG00000024220,Zfp523
ENSMUSG00000024222,Fkbp5
ENSMUSG00000024228,Nudt12
ENSMUSG00000024231,Cul2
ENSMUSG00000024232,Bambi
ENSMUSG00000024234,Mtpap
ENSMUSG00000024236,Svil
ENSMUSG00000024238,Zeb1
ENSMUSG00000024240,Epc1
ENSMUSG00000024241,Sos1
ENSMUSG00000024242,Map4k3
ENSMUSG00000024246,Thumpd2
ENSMUSG00000024247,Pkdcc
ENSMUSG00000024248,Cox7a2l
ENSMUSG00000024251,Thada
ENSMUSG00000024258,Polr2d
ENSMUSG00000024259,Slc25a46
ENSMUSG00000024260,Sap130
ENSMUSG00000024269,Tpgs2
ENSMUSG00000024270,Slc39a6
ENSMUSG00000024271,Elp2
ENSMUSG00000024273,2700062C07Rik
ENSMUSG00000024274,Zscan30
ENSMUSG00000024276,Zfp397
ENSMUSG00000024277,Mapre2
ENSMUSG00000024283,Wac
ENSMUSG00000024286,Ccny
ENSMUSG00000024287,Thoc1
ENSMUSG00000024290,Rock1
ENSMUSG00000024293,Esco1
ENSMUSG00000024294,Mib1
ENSMUSG00000024295,Cyp4f41-ps
ENSMUSG00000024298,Zfp871
ENSMUSG00000024299,Adamts10
ENSMUSG00000024300,Myo1f
ENSMUSG00000024301,Kifc5b
ENSMUSG00000024304,Cdh2
ENSMUSG00000024308,Tapbp
ENSMUSG00000024309,Pfdn6
ENSMUSG00000024312,Wdr46
ENSMUSG00000024317,Rnf138
ENSMUSG00000024319,Vps52
ENSMUSG00000024325,Ring1
ENSMUSG00000024327,Slc39a7
ENSMUSG00000024330,Col11a2
ENSMUSG00000024331,Dsc2
ENSMUSG00000024335,Brd2
ENSMUSG00000024338,Psmb8
ENSMUSG00000024339,Tap2
ENSMUSG00000024346,Pfdn1
ENSMUSG00000024349,Sting1
ENSMUSG00000024350,Dnajc18
ENSMUSG00000024352,Spata24
ENSMUSG00000024354,Slc23a1
ENSMUSG00000024357,Sil1
ENSMUSG00000024359,Hspa9
ENSMUSG00000024360,Etf1
ENSMUSG00000024369,Nelfe
ENSMUSG00000024370,Cdc23
ENSMUSG00000024371,C2
ENSMUSG00000024378,Stard4
ENSMUSG00000024381,Bin1
ENSMUSG00000024382,Ercc3
ENSMUSG00000024383,Map3k2
ENSMUSG00000024384,Iws1
ENSMUSG00000024386,Proc
ENSMUSG00000024387,Csnk2b
ENSMUSG00000024391,Apom
ENSMUSG00000024392,Bag6
ENSMUSG00000024393,Prrc2a
ENSMUSG00000024397,Aif1
ENSMUSG00000024400,Wdr33
ENSMUSG00000024401,Tnf
ENSMUSG00000024403,Atp6v1g2
ENSMUSG00000024404,Riok3
ENSMUSG00000024409,Psors1c2
ENSMUSG00000024410,Rmc1
ENSMUSG00000024413,Npc1
ENSMUSG00000024414,Mrpl27
ENSMUSG00000024422,Dhx16
ENSMUSG00000024423,Impact
ENSMUSG00000024425,Ndfip1
ENSMUSG00000024426,Atat1
ENSMUSG00000024427,Spry4
ENSMUSG00000024429,Gnl1
ENSMUSG00000024430,Cabyr
ENSMUSG00000024431,Nr3c1
ENSMUSG00000024436,Mrps18b
ENSMUSG00000024437,Gm8615
ENSMUSG00000024440,Pcdh12
ENSMUSG00000024442,Dele1
ENSMUSG00000024446,Rpp21
ENSMUSG00000024451,Arap3
ENSMUSG00000024454,Hdac3
ENSMUSG00000024456,Diaph1
ENSMUSG00000024457,Trim26
ENSMUSG00000024462,Gabbr1
ENSMUSG00000024472,Dcp2
ENSMUSG00000024474,Ik
ENSMUSG00000024477,Pggt1b
ENSMUSG00000024480,Ap3s1
ENSMUSG00000024483,Ankhd1
ENSMUSG00000024486,Hbegf
ENSMUSG00000024487,Yipf5
ENSMUSG00000024491,Rbm27
ENSMUSG00000024493,Lars1
ENSMUSG00000024498,Tcerg1
ENSMUSG00000024501,Dpysl3
ENSMUSG00000024503,Spink1
ENSMUSG00000024505,Dtwd2
ENSMUSG00000024507,Hsd17b4
ENSMUSG00000024511,Rab27b
ENSMUSG00000024513,Mbd2
ENSMUSG00000024515,Smad4
ENSMUSG00000024516,Sec11c
ENSMUSG00000024521,Pmaip1
ENSMUSG00000024524,Gnal
ENSMUSG00000024525,Impa2
ENSMUSG00000024527,Afg3l2
ENSMUSG00000024528,Srfbp1
ENSMUSG00000024530,Prelid3a
ENSMUSG00000024533,Spire1
ENSMUSG00000024535,Snx24
ENSMUSG00000024537,Psmg2
ENSMUSG00000024538,Ppic
ENSMUSG00000024539,Ptpn2
ENSMUSG00000024542,Cep192
ENSMUSG00000024544,Ldlrad4
ENSMUSG00000024556,Me2
ENSMUSG00000024560,Cxxc1
ENSMUSG00000024561,Mbd1
ENSMUSG00000024563,Smad2
ENSMUSG00000024566,Atp9b
ENSMUSG00000024570,Rbfa
ENSMUSG00000024571,Naa12
ENSMUSG00000024576,Csnk1a1
ENSMUSG00000024579,Pcyox1l
ENSMUSG00000024580,Grpel2
ENSMUSG00000024581,Napg
ENSMUSG00000024583,Txnl1
ENSMUSG00000024587,Nars1
ENSMUSG00000024588,Fech
ENSMUSG00000024589,Nedd4l
ENSMUSG00000024590,Lmnb1
ENSMUSG00000024592,C330018D20Rik
ENSMUSG00000024594,Prrc1
ENSMUSG00000024597,Slc12a2
ENSMUSG00000024601,Isoc1
ENSMUSG00000024603,Dctn4
ENSMUSG00000024604,Rbm22
ENSMUSG00000024608,Rps14
ENSMUSG00000024613,Tcof1
ENSMUSG00000024614,Tmx3
ENSMUSG00000024617,Camk2a
ENSMUSG00000024620,Pdgfrb
ENSMUSG00000024621,Csf1r
ENSMUSG00000024622,Hmgxb3
ENSMUSG00000024639,Gnaq
ENSMUSG00000024640,Psat1
ENSMUSG00000024642,Tle4
ENSMUSG00000024644,Cndp2
ENSMUSG00000024645,Timm21
ENSMUSG00000024646,Cyb5a
ENSMUSG00000024654,Asrgl1
ENSMUSG00000024659,Anxa1
ENSMUSG00000024660,Incenp
ENSMUSG00000024661,Fth1
ENSMUSG00000024663,Rab3il1
ENSMUSG00000024664,Fads3
ENSMUSG00000024665,Fads2
ENSMUSG00000024666,Tmem138
ENSMUSG00000024667,Tmem216
ENSMUSG00000024668,Sdhaf2
ENSMUSG00000024680,Ms4a2
ENSMUSG00000024681,Ms4a3
ENSMUSG00000024683,Mrpl16
ENSMUSG00000024687,Osbp
ENSMUSG00000024691,Fam111a
ENSMUSG00000024695,Zfp91
ENSMUSG00000024696,Lpxn
ENSMUSG00000024697,Gna14
ENSMUSG00000024712,Rfk
ENSMUSG00000024725,Ostf1
ENSMUSG00000024726,Carnmt1
ENSMUSG00000024727,Trpm6
ENSMUSG00000024732,Ccdc86
ENSMUSG00000024735,Prpf19
ENSMUSG00000024736,Tmem132a
ENSMUSG00000024737,Slc15a3
ENSMUSG00000024740,Ddb1
ENSMUSG00000024742,Fen1
ENSMUSG00000024747,Aldh1a7
ENSMUSG00000024750,Zfand5
ENSMUSG00000024754,Cemip2
ENSMUSG00000024758,Rtn3
ENSMUSG00000024759,Atl3
ENSMUSG00000024761,Gm16437
ENSMUSG00000024764,Naa40
ENSMUSG00000024766,Lipo3
ENSMUSG00000024767,Otub1
ENSMUSG00000024769,Cdc42bpg
ENSMUSG00000024772,Ehd1
ENSMUSG00000024773,Atg2a
ENSMUSG00000024776,Stambpl1
ENSMUSG00000024777,Ppp2r5b
ENSMUSG00000024780,Cdc37l1
ENSMUSG00000024781,Lipa
ENSMUSG00000024782,Ak3
ENSMUSG00000024785,Rcl1
ENSMUSG00000024787,Snx15
ENSMUSG00000024789,Jak2
ENSMUSG00000024790,Sac3d1
ENSMUSG00000024791,Cdca5
ENSMUSG00000024792,Zfpl1
ENSMUSG00000024793,Tnfrsf25
ENSMUSG00000024795,Kif20b
ENSMUSG00000024797,Vps51
ENSMUSG00000024799,Tm7sf2
ENSMUSG00000024800,Rpp30
ENSMUSG00000024805,Pcgf5
ENSMUSG00000024807,Syvn1
ENSMUSG00000024811,Tnks2
ENSMUSG00000024812,Tjp2
ENSMUSG00000024816,Frmd8
ENSMUSG00000024817,Uhrf2
ENSMUSG00000024818,Slc25a45
ENSMUSG00000024824,Rad9a
ENSMUSG00000024826,Dpf2
ENSMUSG00000024827,Gldc
ENSMUSG00000024829,Mrpl21
ENSMUSG00000024830,Rps6kb2
ENSMUSG00000024831,Ighmbp2
ENSMUSG00000024833,Pola2
ENSMUSG00000024835,Coro1b
ENSMUSG00000024841,Eif1ad
ENSMUSG00000024842,Cabp4
ENSMUSG00000024843,Chka
ENSMUSG00000024844,Banf1
ENSMUSG00000024845,Tmem134
ENSMUSG00000024847,Aip
ENSMUSG00000024851,Pitpnm1
ENSMUSG00000024853,Sf3b2
ENSMUSG00000024854,Pold4
ENSMUSG00000024855,Pacs1
ENSMUSG00000024856,Cdk2ap2
ENSMUSG00000024858,Grk2
ENSMUSG00000024862,Klc2
ENSMUSG00000024866,Acy3
ENSMUSG00000024867,Pip5k1b
ENSMUSG00000024869,Gm49405
ENSMUSG00000024870,Rab1b
ENSMUSG00000024871,Doc2g
ENSMUSG00000024875,Yif1a
ENSMUSG00000024878,Zng1
ENSMUSG00000024883,Rin1
ENSMUSG00000024887,Asah2
ENSMUSG00000024889,Rce1
ENSMUSG00000024891,Slc29a2
ENSMUSG00000024892,Pcx
ENSMUSG00000024896,Minpp1
ENSMUSG00000024899,Papss2
ENSMUSG00000024900,Cpt1a
ENSMUSG00000024902,Mrpl11
ENSMUSG00000024906,Mus81
ENSMUSG00000024908,Ppp6r3
ENSMUSG00000024909,Efemp2
ENSMUSG00000024911,Fibp
ENSMUSG00000024913,Lrp5
ENSMUSG00000024914,Drap1
ENSMUSG00000024921,Smarca2
ENSMUSG00000024925,Rnaseh2c
ENSMUSG00000024926,Kat5
ENSMUSG00000024927,Rela
ENSMUSG00000024936,Kcnk7
ENSMUSG00000024937,Ehbp1l1
ENSMUSG00000024939,Fam89b
ENSMUSG00000024940,Ltbp3
ENSMUSG00000024941,Scyl1
ENSMUSG00000024942,Capn1
ENSMUSG00000024943,Smc5
ENSMUSG00000024944,Arl2
ENSMUSG00000024947,Men1
ENSMUSG00000024948,Map4k2
ENSMUSG00000024949,Sf1
ENSMUSG00000024953,Prdx5
ENSMUSG00000024955,Esrra
ENSMUSG00000024958,Gpr137
ENSMUSG00000024959,Bad
ENSMUSG00000024960,Plcb3
ENSMUSG00000024962,Vegfb
ENSMUSG00000024963,Dnajc4
ENSMUSG00000024965,Fermt3
ENSMUSG00000024966,Stip1
ENSMUSG00000024968,Rcor2
ENSMUSG00000024969,Mark2
ENSMUSG00000024970,Spindoc
ENSMUSG00000024974,Smc3
ENSMUSG00000024975,Pdcd4
ENSMUSG00000024976,Shoc2
ENSMUSG00000024978,Gpam
ENSMUSG00000024981,Acsl5
ENSMUSG00000024982,Zdhhc6
ENSMUSG00000024983,Vti1a
ENSMUSG00000024985,Tcf7l2
ENSMUSG00000024986,Hhex
ENSMUSG00000024987,Cyp26a1
ENSMUSG00000024989,Cep55
ENSMUSG00000024990,Rbp4
ENSMUSG00000024991,Eif3a
ENSMUSG00000024993,Dennd10
ENSMUSG00000024997,Prdx3
ENSMUSG00000024999,Noc3l
ENSMUSG00000025001,Hells
ENSMUSG00000025006,Sorbs1
ENSMUSG00000025007,Aldh18a1
ENSMUSG00000025008,Tctn3
ENSMUSG00000025010,Ccnj
ENSMUSG00000025016,Tm9sf3
ENSMUSG00000025017,Pik3ap1
ENSMUSG00000025019,Lcor
ENSMUSG00000025020,Slit1
ENSMUSG00000025024,Smndc1
ENSMUSG00000025025,Mxi1
ENSMUSG00000025026,Add3
ENSMUSG00000025027,Xpnpep1
ENSMUSG00000025034,Trim8
ENSMUSG00000025035,Arl3
ENSMUSG00000025036,Sfxn2
ENSMUSG00000025037,Maoa
ENSMUSG00000025040,Fundc1
ENSMUSG00000025041,Nt5c2
ENSMUSG00000025044,Msr1
ENSMUSG00000025047,Pdcd11
ENSMUSG00000025049,Taf5
ENSMUSG00000025050,Pcgf6
ENSMUSG00000025059,Gk
ENSMUSG00000025060,Slk
ENSMUSG00000025066,Sfr1
ENSMUSG00000025068,Gsto1
ENSMUSG00000025075,Habp2
ENSMUSG00000025076,Casp7
ENSMUSG00000025077,Dclre1a
ENSMUSG00000025078,Nhlrc2
ENSMUSG00000025085,Ablim1
ENSMUSG00000025086,Trub1
ENSMUSG00000025094,Slc18a2
ENSMUSG00000025102,3110040N11Rik
ENSMUSG00000025103,Btbd1
ENSMUSG00000025127,Gcgr
ENSMUSG00000025130,P4hb
ENSMUSG00000025132,Arhgdia
ENSMUSG00000025133,Ints4
ENSMUSG00000025134,Alyref
ENSMUSG00000025135,Anapc11
ENSMUSG00000025137,Pcyt2
ENSMUSG00000025138,Sirt7
ENSMUSG00000025139,Tollip
ENSMUSG00000025140,Pycr1
ENSMUSG00000025142,Aspscr1
ENSMUSG00000025144,Cenpx
ENSMUSG00000025145,Lrrc45
ENSMUSG00000025147,Mob2
ENSMUSG00000025151,Maged1
ENSMUSG00000025153,Fasn
ENSMUSG00000025154,Arhgap19
ENSMUSG00000025155,Dus1l
